Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,0,Graduate,No,2388,1784,230,360,1.0,Urban,1
Male,No,0,Graduate,No,7802,2221,128,360,1.0,Semiurban,1
Male,No,1,Graduate,No,5243,5569,122,240,1.0,Urban,1
Female,Yes,0,Graduate,No,1000,1925,179,360,1.0,Rural,1
Male,Yes,2,Graduate,No,1476,2588,334,360,1.0,Urban,0
Female,Yes,0,Graduate,No,5773,0,142,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,3314,2866,146,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1455,1318,135,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1913,1887,391,360,1.0,Urban,0
Female,No,0,Graduate,Yes,1000,0,107,300,1.0,Semiurban,0
Female,Yes,0,Graduate,No,2802,0,131,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,14009,0,323,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5236,0,146,360,1.0,Urban,1
Male,Yes,0,Graduate,No,13811,1590,265,360,0.0,Rural,0
Male,No,3+,Not Graduate,No,5528,0,77,360,1.0,Rural,0
Female,Yes,2,Graduate,No,6119,1981,118,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,11871,0,327,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3881,0,89,300,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2614,1289,122,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,6141,0,156,360,0.0,Urban,0
Male,Yes,0,Graduate,No,8247,1568,74,360,0.0,Semiurban,0
Female,Yes,0,Not Graduate,No,2130,0,104,180,1.0,Rural,0
Male,Yes,0,Graduate,No,1798,1429,143,300,1.0,Urban,1
Female,Yes,0,Not Graduate,No,3285,1839,138,360,1.0,Semiurban,1
Male,No,3+,Graduate,No,5335,2328,289,360,1.0,Rural,1
Female,Yes,1,Not Graduate,No,5211,0,338,360,1.0,Urban,0
Male,Yes,3+,Graduate,Yes,1100,2627,80,360,0.0,Urban,0
Male,Yes,0,Graduate,No,11363,4828,143,480,1.0,Rural,1
Female,No,0,Graduate,No,1902,1629,201,360,0.0,Urban,0
Male,Yes,0,Not Graduate,No,2476,918,333,360,1.0,Urban,0
Male,No,0,Graduate,No,1584,0,206,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,19708,475,159,360,1.0,Semiurban,1
Female,Yes,1,Not Graduate,No,3531,0,200,360,1.0,Rural,0
Male,Yes,1,Graduate,No,1643,0,201,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,5457,4941,76,360,1.0,Semiurban,1
Male,No,0,Graduate,Yes,5107,0,150,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2613,0,322,300,1.0,Rural,0
Male,Yes,0,Not Graduate,No,5369,0,118,180,1.0,Urban,1
Male,Yes,0,Graduate,No,1672,1459,145,360,0.0,Urban,0
Male,Yes,0,Graduate,No,2111,724,116,300,0.0,Rural,0
Female,Yes,0,Not Graduate,No,1000,1608,33,360,1.0,Rural,1
Female,Yes,3+,Graduate,No,1179,0,135,300,1.0,Urban,0
Male,No,1,Graduate,No,10565,2163,160,360,1.0,Urban,1
Male,Yes,1,Graduate,Yes,9405,1243,98,360,0.0,Semiurban,0
Male,Yes,0,Graduate,Yes,3121,1900,67,240,0.0,Urban,0
Male,No,0,Graduate,No,9547,0,79,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,Yes,2664,1481,212,360,1.0,Urban,0
Female,No,0,Graduate,No,2513,1897,438,360,1.0,Urban,0
Male,Yes,0,Graduate,No,3101,0,307,360,1.0,Semiurban,1
Male,No,2,Graduate,Yes,2731,0,59,180,1.0,Rural,0
Male,Yes,1,Graduate,No,2564,0,224,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,6636,1465,90,360,1.0,Semiurban,1
Male,No,0,Not Graduate,Yes,3311,0,94,360,1.0,Rural,0
Male,Yes,3+,Graduate,No,4908,1177,101,360,1.0,Semiurban,1
Male,No,0,Graduate,No,6136,0,205,240,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3911,6116,238,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1511,0,126,360,1.0,Urban,1
Female,Yes,2,Graduate,Yes,1156,1529,127,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,3308,1432,177,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2644,0,188,360,1.0,Urban,1
Male,Yes,2,Graduate,No,3169,1482,271,180,0.0,Urban,0
Female,Yes,2,Graduate,No,2947,0,62,360,1.0,Urban,1
Male,No,0,Graduate,No,18187,648,135,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1174,3368,70,360,0.0,Urban,0
Female,Yes,0,Graduate,No,1000,0,130,360,1.0,Urban,1
Female,Yes,3+,Graduate,No,3761,0,117,360,1.0,Rural,1
Female,Yes,0,Not Graduate,No,2290,0,130,360,1.0,Semiurban,0
Male,Yes,2,Graduate,No,3719,1006,83,300,0.0,Urban,0
Male,Yes,0,Graduate,Yes,4486,1563,55,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,7323,8503,38,360,1.0,Urban,1
Male,Yes,0,Not Graduate,No,1037,0,124,360,1.0,Rural,0
Male,No,1,Not Graduate,Yes,2018,0,103,360,1.0,Rural,0
Male,Yes,2,Graduate,No,4024,1195,89,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,5111,0,296,360,1.0,Rural,1
Male,Yes,2,Not Graduate,No,13841,2105,80,360,1.0,Urban,1
Male,Yes,0,Graduate,No,5819,0,314,360,1.0,Rural,1
Male,Yes,1,Graduate,No,2864,0,355,360,0.0,Urban,0
Male,Yes,0,Graduate,No,1598,1175,41,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2008,932,141,360,0.0,Rural,0
Male,Yes,0,Graduate,No,1968,2112,105,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4715,0,23,360,1.0,Rural,1
Male,No,0,Graduate,No,3568,0,56,300,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,1180,2551,213,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2197,1341,451,360,1.0,Urban,1
Female,Yes,1,Not Graduate,No,5509,2775,230,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,3812,0,163,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4438,1959,132,300,1.0,Urban,1
Female,Yes,0,Graduate,No,3897,1252,368,360,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,9306,1341,487,360,0.0,Rural,0
Female,Yes,2,Graduate,Yes,3516,1890,94,360,1.0,Urban,1
Male,Yes,3+,Graduate,No,2275,7815,40,360,0.0,Rural,0
Female,No,3+,Not Graduate,No,1570,2166,38,360,1.0,Urban,0
Male,No,0,Graduate,No,3550,1252,296,360,1.0,Urban,0
Female,No,0,Not Graduate,No,1000,1097,130,360,1.0,Semiurban,0
Male,Yes,1,Graduate,No,2620,1346,149,240,1.0,Rural,1
Female,No,0,Not Graduate,No,2580,6676,45,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,1146,1422,85,360,1.0,Urban,1
Male,No,0,Graduate,No,1556,0,112,240,0.0,Rural,0
Female,Yes,1,Graduate,No,5254,0,152,360,1.0,Urban,1
Male,No,1,Graduate,No,3503,0,105,360,1.0,Rural,0
Male,Yes,0,Graduate,Yes,3201,0,72,360,1.0,Urban,1
Male,No,0,Graduate,No,3693,0,83,360,0.0,Semiurban,0
Male,No,0,Graduate,No,3180,0,277,360,1.0,Urban,0
Male,Yes,1,Graduate,No,7115,0,155,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3249,3264,193,360,0.0,Rural,0
Female,No,2,Graduate,No,1074,0,78,360,1.0,Rural,0
Male,Yes,0,Not Graduate,Yes,9330,0,22,360,1.0,Semiurban,1
Male,No,0,Graduate,No,3863,2382,98,360,1.0,Rural,1
Female,Yes,2,Graduate,No,1973,6067,79,360,1.0,Urban,1
Female,Yes,0,Graduate,No,1239,1856,165,360,1.0,Urban,1
Male,Yes,0,Graduate,No,3932,2556,700,360,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,2746,757,203,180,0.0,Semiurban,0
Male,No,0,Graduate,No,8972,1102,693,360,1.0,Urban,1
Male,Yes,2,Graduate,No,2339,879,188,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,1658,3883,92,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,5580,390,165,300,1.0,Rural,1
Male,Yes,0,Graduate,No,5697,1420,390,360,1.0,Rural,1
Male,No,0,Graduate,No,3354,299,402,360,1.0,Semiurban,0
Female,No,0,Graduate,No,4785,0,95,360,1.0,Urban,1
Female,Yes,0,Not Graduate,No,2903,1346,156,360,1.0,Semiurban,1
Male,No,1,Graduate,No,3511,4150,56,360,1.0,Rural,1
Male,No,0,Graduate,No,6737,2293,220,360,0.0,Urban,0
Male,Yes,0,Graduate,No,4618,1096,341,360,1.0,Semiurban,1
Female,No,0,Graduate,No,2647,3427,137,360,0.0,Rural,0
Male,Yes,0,Graduate,No,7682,1827,89,360,0.0,Urban,0
Male,Yes,0,Not Graduate,No,1000,1849,166,360,0.0,Urban,0
Female,No,1,Graduate,Yes,12537,0,172,360,0.0,Urban,0
Female,Yes,0,Not Graduate,No,1000,998,140,360,1.0,Semiurban,0
Female,No,1,Not Graduate,No,1921,0,149,240,0.0,Rural,0
Male,No,3+,Graduate,No,2896,0,120,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2690,1894,244,360,0.0,Urban,0
Male,No,0,Not Graduate,No,6029,0,208,360,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,1421,2277,74,360,0.0,Semiurban,0
Female,Yes,1,Not Graduate,No,3577,0,73,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1988,0,115,360,1.0,Urban,1
Male,No,0,Graduate,No,3665,757,208,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2848,0,146,360,1.0,Semiurban,0
Female,Yes,2,Graduate,No,3181,1110,91,240,0.0,Urban,0
Female,No,0,Not Graduate,No,2028,1214,157,360,1.0,Semiurban,0
Male,No,0,Graduate,No,2085,792,110,360,1.0,Rural,1
Male,No,2,Graduate,No,3644,2042,227,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,5771,775,163,180,1.0,Rural,1
Female,Yes,2,Not Graduate,No,1960,2239,111,360,1.0,Urban,1
Female,Yes,1,Graduate,No,1622,6920,154,360,1.0,Rural,1
Female,No,2,Graduate,No,4579,0,295,240,1.0,Urban,0
Male,Yes,0,Not Graduate,Yes,2913,1524,95,240,1.0,Urban,1
Male,Yes,2,Graduate,No,5331,397,170,360,1.0,Semiurban,1
Male,No,3+,Not Graduate,No,1581,1509,128,300,1.0,Semiurban,0
Male,Yes,1,Graduate,No,1000,2658,173,360,1.0,Rural,1
Female,No,0,Not Graduate,No,2052,2786,90,360,0.0,Semiurban,0
Female,No,0,Graduate,No,1743,1893,143,360,1.0,Semiurban,1
Female,No,0,Not Graduate,Yes,2821,3082,261,300,1.0,Rural,0
Female,Yes,0,Not Graduate,No,1908,0,76,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5007,0,60,360,0.0,Urban,0
Male,No,0,Graduate,No,2436,1321,61,360,0.0,Urban,0
Female,No,1,Graduate,No,3312,756,66,360,1.0,Semiurban,1
Female,No,0,Graduate,Yes,3328,0,191,360,1.0,Rural,0
Male,Yes,1,Not Graduate,No,3416,0,57,360,1.0,Urban,1
Male,No,0,Graduate,No,2931,0,112,360,1.0,Urban,1
Male,No,0,Graduate,No,4261,890,194,360,1.0,Urban,1
Female,No,0,Graduate,No,1707,1730,172,240,1.0,Semiurban,1
Male,No,0,Not Graduate,No,7939,2989,106,180,1.0,Urban,1
Male,No,0,Not Graduate,No,2526,0,150,360,0.0,Urban,0
Male,Yes,0,Graduate,No,1190,0,143,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3400,0,117,360,0.0,Rural,0
Male,Yes,2,Graduate,No,1642,0,118,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4749,1485,513,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,13998,1763,218,360,1.0,Urban,1
Male,Yes,1,Graduate,No,1718,0,594,360,1.0,Rural,0
Male,Yes,2,Graduate,Yes,3761,0,99,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,1000,0,127,360,1.0,Rural,0
Female,Yes,0,Graduate,Yes,4095,1770,60,360,1.0,Rural,1
Male,No,0,Graduate,No,1603,0,82,360,1.0,Rural,0
Male,No,2,Graduate,No,1924,0,420,360,1.0,Urban,0
Female,Yes,0,Graduate,No,1378,0,98,360,1.0,Semiurban,1
Male,No,0,Graduate,No,4976,2900,424,360,0.0,Urban,0
Male,Yes,1,Graduate,Yes,6033,1226,63,360,1.0,Rural,1
Male,Yes,1,Graduate,No,3030,3005,71,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,1627,0,109,360,1.0,Rural,0
Male,Yes,3+,Not Graduate,No,9069,1322,129,360,1.0,Semiurban,1
Male,No,1,Graduate,No,1762,2620,233,480,1.0,Semiurban,1
Male,No,0,Graduate,No,1000,0,175,240,1.0,Semiurban,0
Male,Yes,2,Graduate,No,4108,0,104,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1375,2054,123,300,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5955,0,110,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2282,2482,77,300,1.0,Rural,1
Male,Yes,0,Graduate,No,4548,2509,78,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,7950,3621,248,180,1.0,Rural,1
Female,No,0,Graduate,No,1278,0,44,360,0.0,Rural,0
Male,No,2,Graduate,No,2005,2427,354,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,2827,919,109,360,0.0,Semiurban,0
Female,No,1,Graduate,No,8745,0,84,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1880,778,209,360,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1966,0,327,480,1.0,Urban,0
Female,Yes,2,Graduate,No,4165,0,262,360,0.0,Semiurban,0
Female,Yes,0,Graduate,Yes,1990,893,181,360,1.0,Rural,0
Male,No,0,Not Graduate,No,3316,0,257,360,1.0,Urban,0
Female,Yes,0,Graduate,No,1006,0,47,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,14045,0,98,360,0.0,Rural,0
Male,Yes,1,Graduate,Yes,1160,1178,77,180,1.0,Semiurban,0
Male,Yes,3+,Not Graduate,No,2379,1545,279,180,1.0,Semiurban,0
Female,No,0,Not Graduate,No,2913,0,106,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,11371,5119,223,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,1179,0,185,360,1.0,Urban,1
Male,Yes,1,Graduate,No,11951,2199,80,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,5064,1701,94,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3991,1704,291,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1496,2939,84,300,1.0,Semiurban,1
Male,Yes,1,Graduate,No,4446,4928,144,360,1.0,Urban,1
Male,No,1,Not Graduate,No,1796,0,83,360,1.0,Rural,0
Male,No,1,Graduate,No,7234,2678,111,240,1.0,Rural,1
Male,No,0,Graduate,Yes,1510,0,130,360,1.0,Urban,0
Male,Yes,0,Graduate,No,2753,3329,83,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,2020,0,75,300,0.0,Rural,0
Female,Yes,0,Graduate,No,1493,0,159,360,1.0,Semiurban,1
Male,No,1,Graduate,No,5008,0,80,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,4336,0,82,360,1.0,Urban,1
Male,Yes,0,Graduate,No,6948,1216,76,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1000,1634,128,360,1.0,Urban,0
Male,Yes,0,Graduate,No,6278,2087,236,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,17219,794,331,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2172,4707,86,180,1.0,Rural,1
Male,No,3+,Graduate,No,11232,0,487,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,2479,0,73,360,1.0,Urban,1
Male,Yes,2,Graduate,No,1140,0,257,360,0.0,Rural,0
Male,Yes,2,Graduate,No,2406,0,87,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,6208,0,79,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1657,0,85,360,1.0,Urban,1
Male,No,3+,Not Graduate,No,1958,0,130,360,1.0,Rural,0
Male,Yes,0,Graduate,No,4516,0,190,480,0.0,Rural,0
Male,No,0,Not Graduate,No,2987,2226,200,360,1.0,Rural,0
Female,Yes,0,Graduate,No,4488,0,76,360,1.0,Rural,1
Male,Yes,0,Graduate,No,3520,2435,74,360,1.0,Urban,1
Male,No,0,Graduate,Yes,4170,4401,77,360,1.0,Rural,1
Female,Yes,0,Graduate,No,2202,2759,125,360,1.0,Semiurban,1
Female,Yes,0,Graduate,No,3505,0,118,360,1.0,Urban,1
Male,Yes,2,Graduate,No,1557,0,75,360,0.0,Semiurban,0
Male,Yes,2,Graduate,Yes,7345,0,157,240,1.0,Semiurban,1
Female,No,0,Graduate,Yes,1912,0,521,360,1.0,Urban,0
Male,Yes,2,Graduate,No,6569,0,99,480,1.0,Urban,1
Male,No,2,Graduate,No,2531,1796,103,360,1.0,Urban,1
Male,No,2,Graduate,No,3433,2354,187,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2108,4943,96,360,1.0,Urban,1
Male,No,1,Graduate,No,1463,2795,200,360,0.0,Urban,0
Male,Yes,3+,Not Graduate,Yes,1000,0,87,360,1.0,Semiurban,0
Male,No,1,Graduate,No,1424,1913,403,120,1.0,Rural,0
Male,Yes,0,Not Graduate,No,2376,0,165,300,0.0,Rural,0
Male,No,0,Graduate,No,3457,1746,92,360,0.0,Urban,0
Male,Yes,1,Graduate,No,6046,1115,94,360,0.0,Rural,0
Male,Yes,0,Graduate,No,2181,4605,98,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1607,0,306,360,0.0,Semiurban,0
Female,No,0,Graduate,No,1085,2470,62,360,1.0,Semiurban,1
Male,Yes,2,Graduate,Yes,4171,0,89,360,0.0,Semiurban,0
Male,Yes,2,Graduate,No,7849,0,95,360,1.0,Urban,1
Male,No,0,Graduate,No,7233,0,133,360,0.0,Semiurban,0
Male,No,3+,Graduate,No,4899,0,114,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,4660,1800,54,360,1.0,Semiurban,1
Male,No,1,Graduate,No,9782,1499,105,360,0.0,Rural,0
Male,No,2,Graduate,No,3761,0,126,360,0.0,Semiurban,0
Male,No,2,Graduate,No,4685,2073,92,360,1.0,Rural,1
Male,Yes,3+,Graduate,No,2381,4052,202,360,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,1148,1259,233,360,1.0,Rural,0
Male,No,2,Graduate,No,1846,2766,128,360,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,2961,0,154,360,1.0,Rural,0
Male,Yes,1,Graduate,No,3110,0,36,360,1.0,Rural,1
Female,Yes,2,Graduate,No,11480,1041,104,360,1.0,Semiurban,1
Male,No,1,Not Graduate,No,3155,1652,245,240,0.0,Semiurban,0
Male,Yes,0,Not Graduate,Yes,6803,3524,104,360,1.0,Urban,1
Female,Yes,2,Graduate,No,2198,2388,86,360,1.0,Rural,1
Male,Yes,0,Not Graduate,No,2396,897,526,360,1.0,Urban,0
Male,Yes,0,Graduate,No,1175,0,399,360,0.0,Semiurban,0
Male,Yes,1,Not Graduate,No,1772,0,177,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,4310,0,265,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2996,1485,35,360,1.0,Semiurban,1
Male,No,0,Graduate,No,5767,2428,83,240,1.0,Rural,1
Male,Yes,0,Graduate,No,3384,2858,101,300,1.0,Semiurban,1
Male,No,2,Graduate,No,2329,1375,116,360,1.0,Rural,1
Male,No,0,Graduate,No,13410,2444,100,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2791,1484,29,360,1.0,Urban,1
Male,No,1,Graduate,No,6728,2783,169,360,1.0,Urban,1
Male,Yes,0,Graduate,No,2251,0,186,360,0.0,Rural,0
Female,No,1,Graduate,No,4898,2414,351,360,1.0,Urban,1
Male,Yes,0,Graduate,Yes,5707,1146,83,360,1.0,Semiurban,1
Male,No,2,Graduate,No,3449,0,79,480,0.0,Urban,0
Male,Yes,2,Not Graduate,No,1000,0,26,360,0.0,Semiurban,0
Male,Yes,1,Graduate,No,3019,1723,112,360,1.0,Rural,1
Male,Yes,0,Graduate,No,7053,0,230,360,1.0,Semiurban,1
Male,No,2,Graduate,No,4312,1504,93,360,0.0,Urban,0
Male,No,1,Graduate,No,4072,0,485,360,1.0,Urban,0
Male,Yes,1,Graduate,No,1000,1255,115,180,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1800,1666,146,360,1.0,Urban,1
Female,Yes,2,Not Graduate,Yes,3975,0,59,360,1.0,Semiurban,1
Male,No,1,Graduate,No,3972,3654,159,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,6976,1320,40,360,1.0,Urban,1
Male,No,0,Graduate,Yes,2693,5859,203,360,0.0,Semiurban,0
Female,Yes,2,Not Graduate,No,3960,2181,207,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,3015,967,303,360,0.0,Semiurban,0
Male,Yes,3+,Graduate,No,1493,0,72,360,1.0,Semiurban,1
Female,Yes,1,Graduate,No,1000,1436,147,360,0.0,Semiurban,0
Female,Yes,1,Graduate,No,4030,2345,188,360,1.0,Semiurban,1
Female,Yes,0,Graduate,Yes,3366,0,175,360,1.0,Rural,1
Male,No,0,Graduate,No,1933,0,79,360,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,1000,0,31,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,4632,3274,165,360,1.0,Semiurban,1
Female,Yes,2,Graduate,No,2474,903,122,360,1.0,Urban,1
Male,Yes,0,Graduate,No,4401,0,95,300,1.0,Rural,1
Male,Yes,0,Graduate,No,10991,2253,212,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,1000,4730,130,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1826,0,60,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,2574,2753,42,240,0.0,Rural,0
Male,Yes,0,Not Graduate,No,8253,3442,68,360,1.0,Rural,1
Male,Yes,0,Graduate,No,1000,2947,564,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,11557,0,207,360,1.0,Rural,1
Male,Yes,0,Not Graduate,Yes,3278,0,150,180,1.0,Urban,0
Male,No,0,Graduate,No,2787,0,120,360,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2595,1544,115,360,1.0,Urban,1
Male,No,0,Graduate,No,2196,3665,270,360,0.0,Urban,0
Male,Yes,0,Graduate,No,6208,921,100,360,1.0,Semiurban,1
Male,No,0,Not Graduate,No,1410,0,189,360,0.0,Rural,0
Male,No,3+,Graduate,No,3796,0,108,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2278,1926,430,360,1.0,Semiurban,1
Male,No,0,Graduate,No,1748,2764,209,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,18218,1217,283,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,3997,2002,94,360,1.0,Urban,1
Male,No,0,Graduate,No,4579,0,253,360,0.0,Semiurban,0
Female,No,0,Not Graduate,No,6610,0,111,120,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1102,0,143,360,1.0,Semiurban,0
Female,Yes,0,Graduate,No,10163,0,358,360,1.0,Urban,1
Male,Yes,2,Graduate,Yes,1000,0,71,300,1.0,Urban,0
Male,Yes,1,Not Graduate,No,1740,0,151,480,1.0,Semiurban,0
Male,No,0,Graduate,No,2161,0,174,360,1.0,Semiurban,0
Male,Yes,0,Graduate,No,4479,0,183,360,0.0,Semiurban,0
Male,Yes,0,Graduate,No,3474,1727,102,360,1.0,Urban,1
Male,Yes,2,Not Graduate,No,2652,0,469,360,1.0,Semiurban,0
Male,Yes,0,Not Graduate,No,2956,8223,61,360,1.0,Rural,1
Female,Yes,0,Graduate,No,1503,2258,322,360,1.0,Rural,0
Female,Yes,1,Graduate,No,1045,532,278,300,1.0,Semiurban,1
Female,No,3+,Graduate,No,4957,1305,420,360,1.0,Urban,0
Male,No,0,Graduate,No,4844,0,51,360,1.0,Semiurban,1
Male,Yes,3+,Graduate,No,9037,1483,79,360,0.0,Urban,0
Female,No,0,Graduate,No,1714,548,328,360,0.0,Urban,0
Male,No,0,Graduate,No,4841,1071,43,360,1.0,Urban,1
Male,No,0,Not Graduate,No,2444,0,51,360,1.0,Rural,0
Male,Yes,0,Graduate,No,6859,0,100,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,6095,0,150,360,0.0,Semiurban,0
Female,Yes,0,Graduate,No,3455,2168,349,360,0.0,Semiurban,0
Male,Yes,3+,Graduate,No,2350,1698,120,360,0.0,Urban,0
Female,Yes,2,Graduate,No,5840,0,93,180,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,4688,2460,161,360,0.0,Semiurban,0
Male,Yes,0,Not Graduate,No,1846,5729,177,360,0.0,Semiurban,0
Male,No,0,Graduate,No,1176,2311,174,480,1.0,Rural,1
Female,Yes,0,Graduate,No,2435,1400,120,360,1.0,Urban,1
Male,Yes,1,Not Graduate,No,8610,767,41,360,1.0,Rural,1
Male,No,3+,Graduate,No,6651,0,77,240,1.0,Semiurban,1
Male,No,0,Graduate,No,1368,2372,314,360,1.0,Semiurban,0
Female,No,0,Graduate,No,1316,0,150,360,1.0,Semiurban,0
Male,No,0,Not Graduate,No,7275,2114,110,360,1.0,Rural,1
Female,Yes,0,Graduate,Yes,1346,2921,262,300,1.0,Urban,1
Male,No,0,Graduate,Yes,4257,2764,68,360,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,1936,2450,117,360,1.0,Semiurban,1
Male,Yes,1,Graduate,No,9245,0,145,360,1.0,Urban,1
Male,Yes,0,Graduate,No,1738,0,103,360,0.0,Urban,0
Male,Yes,0,Graduate,No,6636,1086,142,360,0.0,Rural,0
Male,Yes,3+,Not Graduate,Yes,3392,0,119,360,0.0,Urban,0
Male,Yes,0,Graduate,No,3556,2205,57,360,1.0,Urban,1
Female,No,0,Not Graduate,No,1000,0,149,360,1.0,Rural,0
Male,Yes,0,Graduate,No,1000,0,60,360,1.0,Rural,0
Male,Yes,0,Graduate,Yes,2554,0,148,360,1.0,Urban,0
Female,No,0,Not Graduate,Yes,3543,4397,306,360,0.0,Semiurban,0
Male,Yes,2,Graduate,Yes,1356,2850,113,360,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1391,0,66,480,1.0,Rural,1
Female,No,0,Graduate,No,4416,0,124,360,1.0,Rural,1
Male,Yes,1,Graduate,No,4420,3940,81,360,0.0,Rural,0
Male,Yes,0,Graduate,No,2706,0,191,480,1.0,Urban,1
Male,No,2,Graduate,No,5146,787,122,300,1.0,Semiurban,1
Female,Yes,2,Graduate,No,1310,1801,374,360,1.0,Urban,0
Male,Yes,0,Not Graduate,No,2323,494,269,360,1.0,Urban,0
Male,No,2,Graduate,No,9447,3783,122,360,1.0,Rural,1
Female,No,0,Not Graduate,No,3126,3760,206,120,0.0,Urban,0
Female,Yes,3+,Graduate,No,3256,1394,106,360,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,14975,1447,137,300,1.0,Rural,1
